"Variable","RF_Importance","Lasso_Importance","Ridge_Importance","Enet_Importance","XGBoost_Importance"
"s__Thermophilibacter avicola",2.22698672501974,0,32.1870664826612,0,0
"g__UBA1367",4.91705346302704,0,13.2597386813966,0,0
"s__Collinsella intestinalis",4.61254375179753,0,11.0224879295528,0,0
"s__Collinsella sp000434535",78.7502548950787,0,5.14961418848603,8.55638730595754,95.5372737402515
"s__Collinsella tanakaei",7.91534129409993,0,17.994051999774,0,0
"g__Adlercreutzia_404199",4.98143218940588,0,14.022128918202,0,0
"s__Adlercreutzia caecicola",3.73862645174139,0,5.14617311386351,0,0
"s__Adlercreutzia equolifaciens",42.7923101171624,0,3.03130280561224,0,0
"s__Adlercreutzia mucosicola",19.3809080515627,0,12.9891922506792,0,0
"s__CAG-1427 sp000435475",6.8726715896487,0,0.254556126695937,0,0
"s__CAG-1427 sp000435675",37.0728697549664,0,1.29332532250683,0,0
"s__CAG-1427 sp900542265",7.99868452120426,0,3.0688332652873,0,0
"s__Cryptobacterium curtum",1.11268458562808,0,5.12568072496916,0,0
"s__Eggerthella lenta",24.944138345215,0,6.04192645462041,0,0
"s__Ellagibacter isourolithinifaciens",10.3759882491132,0,3.57154160952378,0,0
"s__Gordonibacter pamelaeae",29.8075396002161,0,6.43928701924124,0,0
"s__Gordonibacter urolithinfaciens",17.2953154697082,0,7.02914117486163,0,0
"s__Paraeggerthella hongkongensis_A_404295",1.82526110808868,0,3.9711527773141,0,0
"s__Raoultibacter sp901411515",2.51224391653984,0,3.73170027952337,0,0
"s__Rubneribacter badeniensis",2.60456953080428,0,5.12342940350821,0,0
"s__Senegalimassilia anaerobia",16.21960642886,0,1.43706410547882,0,0
"s__Senegalimassilia faecalis",7.28493264391896,0,20.1380895274699,0,0
"s__Slackia_A exigua",1.95609664684237,0,5.13123378881436,0,0
"s__Slackia_A faecicanis",1.41667106156213,0,5.1240366901938,0,0
"s__Slackia_A isoflavoniconvertens",13.8635409168404,0,3.97580395748664,0,0
"s__Slackia_A piriformis",18.946901952781,0,13.8512562698477,0,0
"s__QAMH01 sp003149935",31.8970922528042,0,10.6467717910962,0,0
"s__Alloprevotella sp002933955",1.21272669888101,0,12.1444097275699,0,0
"s__Alloprevotella timonensis",4.49483955917368,0,1.31873720446495,0,0
"g__Bacteroides_H",12.970890386608,0,2.38707598449554,0,0
"s__Bacteroides_H acidifaciens",8.28273367162326,0,2.5585495818176,0,0
"s__Bacteroides_H caccae",36.1338428799721,0,1.03555231316224,0,0
"s__Bacteroides_H caecimuris",16.9930915854102,0,24.6465188144313,15.4838413578022,7.01458711075614
"s__Bacteroides_H cellulosilyticus",29.7158158896467,0,0.253683733208445,0,0
"s__Bacteroides_H clarus",9.76325563106309,0,1.14843323962624,0,0
"s__Bacteroides_H eggerthii",26.7303673322109,0,4.44167127862411,0,0
"s__Bacteroides_H finegoldii",25.02139668779,0,0.643105411075507,0,0
"s__Bacteroides_H fluxus",5.1664449352611,0,9.11075882671309,0,0
"s__Bacteroides_H fragilis",40.8378411028516,0,2.57848637632424,0,0
"s__Bacteroides_H gallinarum",6.99743489532333,0,0.509580676121502,0,0
"s__Bacteroides_H intestinalis",35.416428599804,0,3.96043809232411,0,0
"s__Bacteroides_H luhongzhouii",4.91336923395228,0,5.75075649655705,0,0
"s__Bacteroides_H massiliensis",11.6041293317881,0,2.29194111660711,0,0
"s__Bacteroides_H nordii",36.3587453393943,0,2.76247581378985,0,0
"s__Bacteroides_H oleiciplenus",17.7771111601916,0,0.387891335175354,0,0
"s__Bacteroides_H ovatus",34.8160362520246,0,0.351433229227396,0,0
"s__Bacteroides_H rodentium",4.57705818028317,0,28.4730987936557,0,0
"s__Bacteroides_H salyersiae",45.5807897862743,0,8.9957567908346,8.014871838424,0
"s__Bacteroides_H stercorirosoris",21.1772216429532,0,49.6506655381234,23.6007056714948,0
"s__Bacteroides_H stercoris",43.2696005029281,0,2.3457099087318,0,15.5175327780544
"s__Bacteroides_H thetaiotaomicron",33.0345951807601,0,3.43618052303903,0,0
"s__Bacteroides_H uniformis",31.9372657901044,0,0.0436677971035051,0,0
"s__Bacteroides_H xylanisolvens",37.6324873652227,0,2.18302576358845,0,0
"g__Paraprevotella",0,0,5.12418489366344,0,0
"s__Paraprevotella clara",21.7153439155055,0,8.70446438182416,0,0
"s__Paraprevotella sp003477995",2.73228472064365,0,5.12574685500591,0,0
"s__Paraprevotella xylaniphila",1.96111342448665,0,5.12129334056083,0,0
"g__Phocaeicola_A_858004",5.67095959932926,0,0.477546635438799,0,0
"s__Bacteroides caecigallinarum",3.6268186225561,0,12.925295789545,0,0
"s__Phocaeicola_A_858004 coprocola",10.2949857473017,0,5.79299716710556,0,0
"s__Phocaeicola_A_858004 coprophilus",8.57400084488661,0,1.98969707728804,0,0
"s__Phocaeicola_A_858004 dorei",35.0837811272163,0,1.51559476093264,0,0
"s__Phocaeicola_A_858004 massiliensis",41.3009094275489,0,5.90249568480079,4.12762581766315,18.6718231469397
"s__Phocaeicola_A_858004 plebeius",23.0732717019214,0,5.39354673698892,0.715645276649892,0
"s__Phocaeicola_A_858004 sartorii",4.21473295957312,0,1.04915271208075,0,0
"s__Phocaeicola_A_858004 sp900291465",2.00342494767919,0,5.11072922106171,0,0
"s__Phocaeicola_A_858004 vulgatus",27.4044955264075,0,0.191935632945805,0,0
"g__Prevotella",8.51185851579558,0,0.600681713209832,0,0
"s__Prevotella bergensis",1.86324106054288,0,5.10439124379464,0,0
"s__Prevotella bivia",23.1029832808672,0,12.208256550526,0,0
"s__Prevotella brunnea",1.59775876290929,0,5.09164991639329,0,0
"s__Prevotella buccae",4.58047755330318,0,8.0973265708562,0,0
"s__Prevotella buccalis",7.98449889091057,0,6.48688548142773,0,0
"s__Prevotella colorans",2.14364875356818,0,5.08685691286968,0,0
"s__Prevotella copri",22.2261671412869,0,0.746751212947758,0,0
"s__Prevotella corporis",26.0069168132581,0,6.59660645833308,0,0
"s__Prevotella disiens",10.141282526057,0,15.086405442972,0,0
"s__Prevotella hominis",5.29961033742022,0,0.235140306837309,0,0
"s__Prevotella lascolaii",2.35150038625959,0,6.84827716726965,0,0
"s__Prevotella pectinovora",3.52202619298139,0,13.7069947895196,0,0
"s__Prevotella rara",15.1167401389898,0,19.0261675612222,0,0
"s__Prevotella salivae",0.460763377173235,0,5.086976151309,0,0
"s__Prevotella sp002251435",6.67294042156016,0,0.199944930178629,0,0
"s__Prevotella sp003447235",33.5283770742694,0,2.9396088588797,0,0
"s__Prevotella sp902776665",1.76489133799102,0,17.6987826901077,0,0
"s__Prevotella sp902801425",2.88644339318638,0,5.09095084818858,0,0
"s__Prevotella stercorea",12.4992720507732,0,1.70704600588553,0,0
"s__Prevotella timonensis",14.3567194456885,0,3.33826306553039,0,0
"s__Barnesiella intestinihominis",33.1615124145514,0,0.14038354060595,0,0
"g__CABJAA01",17.4339662398136,0,7.71028639026715,0,0
"s__Coprobacter fastidiosus",24.1688838915572,0,6.85446768289552,0,0
"s__Coprobacter secundus",4.89120669709176,0,7.94072288596715,0,0
"s__Dysgonomonas capnocytophagoides",1.62416825647455,0,5.0864242462202,0,0
"s__Dysgonomonas oryzarvi",1.81249619273258,0,5.08229813437526,0,0
"s__Seramator thermalis",16.2642991656379,0,80.6533931399107,31.5084268783844,0
"g__Butyricimonas",2.99158792210549,0,5.09833501171115,0,0
"s__Butyricimonas faecalis",48.9124763287226,3.48675250824044,18.584945329103,38.8332610927494,0
"s__Butyricimonas faecihominis",14.709051200161,0,2.30069260616473,0,0
"s__Butyricimonas paravirosa",15.296229068409,0,9.82028230750217,0,0
"s__Butyricimonas synergistica",1.85896753180528,0,2.54881713609115,0,0
"s__Butyricimonas virosa",22.6058005298417,0,4.73572449446575,0,0
"s__Gabonibacter massiliensis",6.8260151139032,0,6.41641847492012,0,0
"s__Odoribacter massiliensis",2.06552000096214,0,5.13301884918283,0,0
"s__Odoribacter splanchnicus",43.2076700073209,0,3.35434584775329,0,0
"s__CAG-1031 sp000431215",13.8039074275992,0,31.2063276186373,0,0
"s__CAG-485 sp002362485",8.8388743521494,0,0.64672665302976,0,0
"s__CAG-485 sp002493045",4.22868169536427,0,8.62257581156621,0,0
"s__CAG-873 sp011959565",6.11417060669046,0,19.9053268666872,0,0
"s__Duncaniella dubosii",3.9523768616315,0,13.2405167424188,0,0
"s__Limisoma sp900548875",6.92565680995356,0,4.03796016945642,0,0
"s__Muribaculum gordoncarteri",7.60497057520411,0,3.32994069841799,0,0
"s__Muribaculum intestinale",4.84265360733062,0,0.872662722582892,0,0
"s__Paramuribaculum intestinale",4.56472190569231,0,6.4242827807632,0,0
"s__Paramuribaculum sp900551515",28.579740389695,0,1.14742403590334,0,0
"g__Sodaliphilus",7.09553991559082,0,1.78644519419479,0,0
"s__UBA3263 sp001689615",2.90778442588718,0,2.55325795933355,0,0
"s__UBA7173 sp002491305",7.74706828714348,0,3.63333625391024,0,0
"s__UBA7173 sp900540205",0.224120580849337,0,5.12090563894152,0,0
"s__Porphyromonas_A_859424 asaccharolytica",5.35774196863096,0,7.13895219142715,0,0
"s__Porphyromonas_A_859424 sp001552775",5.8722351325852,0,12.7035956576231,0,0
"s__Porphyromonas_A_859424 uenonis",4.20093254799034,0,10.9173584053051,0,0
"g__Porphyromonas_A_859426",12.3441574961824,0,42.6101806479637,0,0
"s__Porphyromonas_A_859426 bennonis",6.04722905646925,0,16.770635163088,0,0
"s__Porphyromonas_A_859426 somerae",1.28067794537636,0,5.0730593634207,0,0
"s__Porphyromonas_A_859426 sp001808555",5.73980260237992,0,9.29089672822403,0,0
"g__Alistipes_A_871400",5.42141387012537,0,6.39404981950125,0,0
"s__Alistipes_A_871400 communis",100,100,9.28924455264005,27.3791995283179,98.7846230244327
"s__Alistipes_A_871400 dispar",14.9571552773759,0,10.2678861707585,0,0
"s__Alistipes_A_871400 excrementavium",29.6570291622296,0,11.8689427953796,4.13008518706121,24.6405376772921
"s__Alistipes_A_871400 finegoldii",42.5808234668318,0,5.11808457134062,0,0
"s__Alistipes_A_871400 onderdonkii",46.3217285722372,0,2.29557890917428,0,0
"s__Alistipes_A_871400 putredinis",9.717664095178,0,4.13825049348255,0,0
"s__Alistipes_A_871400 shahii",52.3368976469024,0,5.92677379225657,0,0
"s__Alistipes_A_871400 sp002362235",7.47899029335398,0,3.36576164596555,0,0
"s__Alistipes_A_871400 timonensis",12.267919653115,0,15.2097723475297,0,0
"g__Alistipes_A_871404",30.8803594149939,0,8.59078803442147,0,0
"s__Alistipes_A_871404 ihumii",60.6615226019207,0,6.90705639288369,0,0
"s__Alistipes_A_871404 indistinctus",18.4119664399791,0,0.779229510083621,0,0
"s__Rikenella microfusus",1.241414228792,0,5.01785434414177,0,0
"s__Tidjanibacter inops_A",16.4132875215421,0,9.27785287439158,0,0
"g__Parabacteroides_B_862066",7.53833847921443,0,0.393983373647851,0,0
"s__Parabacteroides_B_862066 acidifaciens",5.39867277892505,0,9.56587997018257,0,0
"s__Parabacteroides_B_862066 chongii",4.30025492745517,0,12.5944709732028,0,0
"s__Parabacteroides_B_862066 distasonis",16.8497418341155,0,14.0886255697276,17.7286773529502,0
"s__Parabacteroides_B_862066 faecis",1.97876804611057,0,5.01460477633349,0,0
"s__Parabacteroides_B_862066 goldsteinii",32.1179722371479,0,7.28531832178801,0,6.62062223724545
"s__Parabacteroides_B_862066 gordonii",17.1527036888648,0,8.90195733748476,0,0
"s__Parabacteroides_B_862066 johnsonii",32.7794588358906,0,14.271802798151,0,0
"s__Parabacteroides_B_862066 merdae",1.70113577676826,0,5.00765260156327,0,0
"g__UBA11471",7.06028022625486,0,0.92474236312255,0,0
"s__UBA11471 sp000434215",17.0303354736506,0,12.88481197418,0,0
"s__Coprenecus sp900544175",37.5768879974085,0,0.938007726158595,0,18.8849030455385
"s__Cryptobacteroides sp000435075",4.29467411978862,0,1.66851463359,0,0
"s__Cryptobacteroides sp900544195",3.68573409609763,0,23.0023237223706,0,0
"s__Cryptobacteroides sp902792815",1.2755384831778,0,4.99579854559501,0,0
"g__Campylobacter_A",0.610914056929853,0,4.99054013380481,0,0
"g__Campylobacter_B",2.53553329798465,0,2.4831056838499,0,0
"s__Campylobacter_B hominis",0.360361323489087,0,4.99115149427808,0,0
"s__Helicobacter_C_479931 hepaticus",11.1830254528453,0,2.79059340892841,0,0
"s__Helicobacter_C_479931 typhlonius",6.3670135455705,0,5.22342280067295,0,0
"s__Helicobacter_D ganmani",2.95752207300698,0,14.9773269016806,0,0
"s__SIO2C1 sp010672925",12.9769756578907,0,0.920865823999157,0,0
"f__Gastranaerophilaceae",3.22870650175601,0,2.48055482299867,0,0
"s__CAG-196 sp002102975",18.7237419391674,0,1.87780172583511,0,0
"s__Limenecus avicola",4.82832945866225,0,1.79836635464224,0,0
"g__Stercorousia",17.0422443865205,0,1.85566103927381,0,0
"s__Stercorousia sp001765415",9.32658035966486,0,1.04358256470441,0,0
"s__UBA2813 sp900319365",7.57437041939586,0,28.4426160342836,0,0
"s__UBA6984 sp003258725",1.37906157170361,0,4.98477299316647,0,0
"s__Zag111 sp001899395",3.23707671472877,0,7.64433315613308,0,0
"s__Mucispirillum schaedleri",7.94430426022585,0,4.89398998184595,0,0
"g__Desulfovibrio_R_446353",2.3373686309117,0,4.98967013558487,0,0
"s__Desulfovibrio_R_446353 desulfuricans_A_446139",21.2293243920142,0,9.95226079203182,0,0
"s__Desulfovibrio_R_446353 fairfieldensis",16.0460405648894,0,4.7681335127724,0,0
"s__Desulfovibrio_R_446353 legallii",4.60710991809377,0,2.54229719507804,0,0
"s__Desulfovibrio_R_446353 piger_A",21.1124050746831,0,0.0941145685141061,0,0
"s__Mailhella massiliensis",15.1273126024415,0,2.53851001630657,0,0
"s__Nitratidesulfovibrio vulgaris",0.308820057224267,0,5.0047796125233,0,0
"g__UBA1436",1.614528758572,0,7.36292914857792,0,0
"s__UBA1436 sp002159705",2.13712112018215,0,5.01799259758133,0,0
"c__Clostridia_258483",26.430849432067,0,3.00972607532248,0,0
"f__DSM-8532",47.8551342922321,0,7.0086134192127,0,0
"o__Christensenellales",43.8425225126313,0,2.03725945615813,0,39.549365253692
"f__Borkfalkiaceae",0.740911466910016,0,5.04151818896798,0,0
"g__Borkfalkia",15.1243937522433,0,5.35106935725917,0,0
"s__Borkfalkia ceftriaxoniphila",13.7834748357156,0,46.0234719357513,0,0
"g__UBA1259",7.39851231251569,0,4.04957599994646,0,0
"s__UBA1259 sp900320065",10.6076431759954,0,6.95624204620364,0,0
"f__CAG-138",22.004083450692,0,2.55494524993302,0,0
"g__Aphodomorpha",4.06992732960113,0,0.527846311054988,0,0
"s__Aphodomorpha intestinavium",1.98036427194765,0,5.09898526557352,0,0
"g__CAG-1024",37.6123606248338,0,6.18974494678444,0,0
"s__PeH17 sp000435055",15.5390941528878,0,1.33764484724686,0,0
"s__PeH17 sp900542285",10.2455201715987,0,1.01331581320407,0,0
"g__SFDB01",5.04376298392799,0,5.11673318654277,0,0
"s__CAG-314 sp900551395",15.3657453759474,0,6.09359194746129,0,0
"f__CAG-552",2.88493500188669,0,5.12022814542947,0,0
"f__CAG-74",29.7399269009543,0,0.83530590038767,0,0
"s__Limiplasma merdipullorum",29.0559042535047,0,1.81876680355556,0,17.6367910170405
"g__Onthenecus",35.7422011740495,0,1.47524288795949,0,0
"s__Onthenecus sp900199405",12.3035811679125,0,8.11019018457222,0,0
"g__SFMI01",33.8632893170472,0,1.15498458769187,0,9.69602065851164
"s__SFMI01 sp004556155",15.7524063321705,0,10.512823611912,0,0
"s__CAG-349 sp003539515",21.1635242957906,0,7.12567377033097,0,0
"s__CAG-475 sp900548005",5.75593803353537,0,4.54257886570457,0,0
"f__Christensenellaceae",41.051253661149,0,15.6959991762251,23.8810989657431,40.5500066887238
"g__Christensenella",27.661631007012,0,10.1802457762516,0,0
"s__Christensenella hongkongensis",31.6614524118926,0,8.67538562258279,0,0
"s__Christensenella intestinihominis",0.792738225716012,0,4.74613620546438,0,0
"s__GCA-900066905 sp900066905",19.5020837180703,0,20.1305784508267,0,0
"s__MARSEILLE-P3954 sp900604345",5.83350682171674,0,22.6503519977553,0,0
"s__Clostridium_J sp000821305",1.96679141474239,0,1.66946119853443,0,0
"g__Clostridium_P",21.7067900137429,0,5.16390311031848,0,0
"s__Clostridium_P massiliamazoniense",6.42172521518899,0,14.7355498138217,0,0
"s__Sarcina ventriculi",8.02597935673987,0,0.51559662167807,0,0
"g__Clostridium_T",52.4911380318966,0,4.36389177990018,0,0
"s__Clostridium_T beijerinckii",3.68307636958318,0,5.04977687725245,0,0
"s__Clostridium_T butyricum",4.95708804861385,0,42.082821647137,0,0
"s__Clostridium_T celatum",0.689237637864717,0,5.05900200671925,0,0
"s__Clostridium_T chartatabidum",1.73666291470856,0,1.24664316002216,0,0
"s__Clostridium_T disporicum_203972",2.22043826098638,0,0.822137835296478,0,0
"s__Clostridium_T disporicum_203974",9.60792466514884,0,24.0791983363769,5.17634110161582,0
"s__Clostridium_T isatidis",2.42445845018621,0,5.04194735392851,0,0
"s__Clostridium_T neonatale",4.22445086276015,0,17.755988693466,0,0
"s__Clostridium_T paraputrificum_207370",1.05882450544813,0,5.02626294442558,0,0
"s__Clostridium_T paraputrificum_208099",14.7799790995554,0,8.5882394736315,0,0
"s__Clostridium_T saudiense",39.3064761775257,0,1.56180766163264,0,0
"s__Clostridium_T tertium",4.08833577114214,0,6.38141331792256,0,0
"s__Dwaynesavagella sp000270205",8.09245304310497,0,2.50436759790477,0,0
"s__Inconstantimicrobium porci",4.24022490733616,0,5.01485644377904,0,0
"f__Anaerofustaceae",3.04148085334516,0,7.05598097889429,0,0
"s__Anaerofustis stercorihominis",20.8722561138923,0,3.42420780532947,0,0
"g__Eubacterium_O_258270",15.8364591249265,0,1.26075283281108,0,0
"s__Eubacterium_O_258270 callanderi",2.61831592430316,0,4.9875038683301,0,0
"s__Eubacterium_O_258270 maltosivorans",3.37950915456481,0,4.97228719312218,0,0
"g__Ructibacterium",2.3542646191568,0,4.95919371084313,0,0
"s__Ructibacterium gallinarum",5.34423589415464,0,4.40990292379941,0,0
"o__Lachnospirales",45.1271203762669,0,5.09486303433616,0,0
"f__Anaerotignaceae",27.5029251658379,0,3.09179718412772,0,0
"g__Anaerotignum_189125",6.02656987281706,0,12.0168540487827,0,0
"s__Anaerotignum faecicola",12.1426395752608,0,3.37912652469124,0,0
"s__Anaerotignum lactatifermentans",23.1778148374095,0,2.13698458802634,0,0
"s__Anaerotignum sp004557645",27.0235741142504,0,1.32758845031004,0,0
"g__Anaerotignum_189163",3.74716757887194,0,4.6868614236454,0,0
"s__Anaerotignum aminivorans",2.58744317104064,0,4.94151235684378,0,0
"s__CAG-274 sp900545305",56.7564434799951,0,4.4654097632112,0,0
"f__Cellulosilyticaceae",12.3254850454175,0,14.5393994448855,0,0
"s__Cellulosilyticum ruminicola",2.88285052717228,0,4.93641470139182,0,0
"f__Lachnospiraceae",34.1009443513174,0,0.364036331876873,0,0
"g__14-2",3.20697755860556,0,17.37709737063,0,0
"s__14-2 sp000403315",8.28368705307766,0,4.80642517245493,0,0
"s__1XD42-69 sp003612565",7.01147823815861,0,10.9264447953533,0,0
"s__1XD42-69 sp009911505",1.97621655072207,0,4.92763808910346,0,0
"s__Acetatifactor muris",6.336005923353,0,9.23910324115532,0,0
"s__Acetatifactor sp011959105",6.79515065761442,0,2.84648571900355,0,0
"s__Acetatifactor sp900066565",45.368487850889,0,1.9915493954836,0,0
"g__Acetitomaculum",1.35263902965701,0,4.89129358962778,0,0
"s__AF33-28 sp003477885",12.7572401872233,0,0.347674377536289,0,0
"s__Agathobacter faecis",62.9882508464471,0,4.32217193142491,3.27321429962241,53.6279972080759
"s__Agathobacter rectalis",57.5685854263558,0,4.42859541365388,3.50470764995565,0
"s__AM51-8 sp003478275",20.5388439792102,0,5.29672067086401,0,0
"g__Anaerobutyricum",1.40416323492301,0,4.89487282979931,0,0
"s__Anaerobutyricum faecale",7.09497484775989,0,3.31731868763091,0,0
"s__Anaerobutyricum soehngenii",32.5303293448662,0,1.23742151615205,0,23.6800755905871
"s__Anaerostipes butyraticus",6.692691046158,0,18.1569217647036,0,0
"s__Anaerostipes faecalis",3.6531903677906,0,4.88227791012552,0,0
"s__Anaerostipes hadrus",35.6006286347872,0,0.267620413370305,0,0
"s__Anaerostipes hominis",6.18492127868188,0,2.01871028438407,0,0
"s__Bacteroides_F pectinophilus",8.1075508491219,0,4.0334741261141,0,0
"g__Bariatricus",55.7719724979434,0,0.614383626281243,0,0
"s__Bariatricus massiliensis",5.43706864084316,0,11.1615832260427,0,0
"g__Blautia_A_141780",2.10225864435928,0,3.33402742578819,0,0
"s__Blautia_A_141780 argi",7.89558088157844,0,3.7011828779543,0,0
"s__Blautia_A_141780 coccoides",0.665505780394548,0,4.81397346098302,0,0
"s__Blautia_A_141780 hansenii",16.5927948858723,0,3.34915331321386,0,0
"s__Blautia_A_141780 ornithocaccae",17.5639501133637,0,2.96105390002348,0,0
"s__Blautia_A_141780 sp001304935",3.24185151195505,0,13.2752981201012,0,0
"s__Blautia_A_141780 stercoris",32.4735038456026,0,5.60160189260753,0,0
"g__Blautia_A_141781",29.8855954212567,0,0.644443960807153,0,0
"s__Blautia_A_141781 avistercoris",1.26049205126658,0,4.74263441522274,0,0
"s__Blautia_A_141781 caecimuris",19.899411711535,0,0.0551810674862247,0,0
"s__Blautia_A_141781 faecis",40.8607100757448,0,0.795638293947861,0,0
"s__Blautia_A_141781 glucerasea",10.3672926382413,0,11.4923379534668,0,0
"s__Blautia_A_141781 hydrogenotrophica",51.3302579289485,0,5.19700929520044,0,38.9937380871253
"s__Blautia_A_141781 luti",41.798251519732,0,0.726671820589831,0,0
"s__Blautia_A_141781 massiliensis",30.385443064214,0,1.01503188069866,0,0
"s__Blautia_A_141781 sp900066505",38.5350095063046,0,7.02211342940478,0,0
"s__Blautia_A_141781 wexlerae",35.2028947139767,0,8.32003649523561,0,0
"g__Butyribacter",29.5044065105732,0,0.757489775605234,0,0
"s__Butyribacter intestini",29.5451711738122,0,2.51791081502809,0,0
"s__Butyribacter sp001916135",10.1895584305118,0,8.47998444131392,0,0
"s__Butyribacter sp003529475",23.1346223260659,0,0.509454809514811,0,0
"s__Butyrivibrio_A_180067 crossotus",11.8228192791381,0,3.63396398559076,0,0
"s__CAG-127 sp900319515",37.395159787455,0,4.79156928316172,0,0
"s__CAG-194 sp000432915",13.9118295820554,0,35.3207140453234,0,0
"g__CAG-317_146760",3.83256862666985,0,4.72633569646859,0,0
"s__CAG-317 sp000433215",43.5490935776151,0,0.977423418976991,0,0
"s__CAG-45 sp000438375",27.3138184582795,0,0.976647083187336,0,0
"s__CAG-56 sp004793585",3.93902275381974,0,1.37502659518477,0,0
"s__CAG-603 sp900066105",0.544996780622814,0,4.78119896276462,0,0
"g__CAG-632",3.29734745801531,0,10.0516594858411,0,0
"g__CAG-791",2.87286691877117,0,4.8480954148954,0,0
"s__CAG-95 sp000403495",8.24995908097275,0,2.9762577858425,0,0
"s__CAG-95 sp009917455",2.18458819076441,0,10.1361293848258,0,0
