"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"s__Adlercreutzia caecicola",0,0.00519130920247329,0
"s__Adlercreutzia equolifaciens",0,-0.00320922648402134,0
"s__Adlercreutzia mucosicola",0,0.0140150768181611,0.0237852809871755
"s__CAG-1427 sp000435475",0,0.000195677573305925,0
"s__CAG-1427 sp000435675",0,-0.00172669464729385,0
"s__CAG-1427 sp900542265",0,-0.00232431183394914,0
"s__Cryptobacterium curtum",0,0.00517632036963752,0
"s__Eggerthella lenta",0,0.00709129322419112,0
"s__Ellagibacter isourolithinifaciens",0,0.0035470053822231,0
"s__Gordonibacter pamelaeae",0,0.00693745435734549,0
"s__Gordonibacter urolithinfaciens",0,0.00755662502167386,0
"s__Paraeggerthella hongkongensis_A_404295",0,-0.00283086157047482,0
"s__Raoultibacter sp901411515",0,-0.00391553255823287,0
"s__Rubneribacter badeniensis",0,0.00516580208919922,0
"s__Senegalimassilia anaerobia",0,0.00149884166767019,0
"s__Senegalimassilia faecalis",0,0.0200293660746498,0
"s__Slackia_A exigua",0,0.00518147249199207,0
"s__Slackia_A faecicanis",0,0.00517826270118051,0
"s__Slackia_A isoflavoniconvertens",0,0.0038681930894881,0
"s__Slackia_A piriformis",0,-0.0154897820237699,-0.0234074587245785
"s__QAMH01 sp003149935",0,-0.0107158396670411,0
"s__Alloprevotella sp002933955",0,-0.00962768081782021,0
"s__Alloprevotella timonensis",0,-0.00156507806391104,0
"g__Bacteroides_H",0,-0.00238199875098781,0
"s__Bacteroides_H acidifaciens",0,0.0030464253937144,0
"s__Bacteroides_H caccae",0,0.00127035826685821,0
"s__Bacteroides_H caecimuris",0,0.0249304445540054,0.0834558856731725
"s__Bacteroides_H cellulosilyticus",0,-3.95260180023061e-05,0
"s__Bacteroides_H clarus",0,0.00197396351059747,0
"s__Bacteroides_H eggerthii",0,0.00457553804181677,0
"s__Bacteroides_H finegoldii",0,0.000653843514163789,0
"s__Bacteroides_H fluxus",0,-0.00914060806898392,0
"s__Bacteroides_H fragilis",0,0.00238675237968618,0
"s__Bacteroides_H gallinarum",0,1.78623415537559e-06,0
"s__Bacteroides_H intestinalis",0,0.00389062642476423,0
"s__Bacteroides_H luhongzhouii",0,-0.00492806425505402,0
"s__Bacteroides_H massiliensis",0,0.00303480571648734,0
"s__Bacteroides_H nordii",0,-0.00212974491797229,0
"s__Bacteroides_H oleiciplenus",0,-0.000724506047058371,0
"s__Bacteroides_H ovatus",0,-0.000393420128683809,0
"s__Bacteroides_H rodentium",0,0.0283128419741007,0
"s__Bacteroides_H salyersiae",0,0.00949993175934713,0.00925277528179214
"s__Bacteroides_H stercorirosoris",0.00260579030258324,0.0508423653321771,0.111573748457018
"s__Bacteroides_H stercoris",0,-0.00267625095667011,0
"s__Bacteroides_H thetaiotaomicron",0,-0.00334863583080647,0
"s__Bacteroides_H uniformis",0,-0.000279913005429427,0
"s__Bacteroides_H xylanisolvens",0,-0.00222609437850145,0
"g__Paraprevotella",0,0.00518708371468822,0
"s__Paraprevotella clara",0,-0.00934417165326495,-0.0104102819326179
"s__Paraprevotella sp003477995",0,0.00517883255312492,0
"s__Paraprevotella xylaniphila",0,0.00516599293317582,0
"g__Phocaeicola_A_858004",0,-0.000475165238179003,0
"s__Bacteroides caecigallinarum",0,-0.0129558502224806,0
"s__Phocaeicola_A_858004 coprocola",0,-0.0061439587370943,0
"s__Phocaeicola_A_858004 coprophilus",0,-0.00170296204583928,0
"s__Phocaeicola_A_858004 dorei",0,-0.00145140318149693,0
"s__Phocaeicola_A_858004 massiliensis",0,-0.0062035634960061,-0.0123330733397322
"s__Phocaeicola_A_858004 plebeius",0,-0.00561795221536656,-0.00804582143467743
"s__Phocaeicola_A_858004 sartorii",0,0.00172466344444497,0
"s__Phocaeicola_A_858004 sp900291465",0,0.00514706503760639,0
"s__Phocaeicola_A_858004 vulgatus",0,0.000351791691664242,0
"g__Prevotella",0,0.000575820083766419,0
"s__Prevotella bergensis",0,0.0051353615202655,0
"s__Prevotella bivia",0,0.0127379519039525,0.000114752503370352
"s__Prevotella brunnea",0,0.00511813706462878,0
"s__Prevotella buccae",0,-0.00896118296433895,0
"s__Prevotella buccalis",0,0.00604967117439802,0
"s__Prevotella colorans",0,0.00510809728308775,0
"s__Prevotella copri",0,-0.000855364135780804,0
"s__Prevotella corporis",0,0.00558528126998234,0
"s__Prevotella disiens",0,0.0160349287298156,0
"s__Prevotella hominis",0,-0.000186472381827485,0
"s__Prevotella lascolaii",0,-0.00780708430094944,0
"s__Prevotella pectinovora",0,0.0161905546591505,0
"s__Prevotella rara",0,-0.0201584524394744,0
"s__Prevotella salivae",0,0.00510789332398257,0
"s__Prevotella sp002251435",0,3.90602138213374e-05,0
"s__Prevotella sp003447235",0,0.00321387382624246,0
"s__Prevotella sp902776665",0,-0.016615248768354,0
"s__Prevotella sp902801425",0,0.00510486807285627,0
"s__Prevotella stercorea",0,0.00185065665602849,0
"s__Prevotella timonensis",0,0.00333615716175211,0
"s__Barnesiella intestinihominis",0,1.80795625874639e-05,0
"g__CABJAA01",0,-0.00828924088051528,0
"s__Coprobacter fastidiosus",0,-0.0074445341953656,0
"s__Coprobacter secundus",0,-0.00788923880382653,0
"s__Dysgonomonas capnocytophagoides",0,0.00509964729808093,0
"s__Dysgonomonas oryzarvi",0,0.00509801976840762,0
"s__Seramator thermalis",0,0.0825739730962535,0.00307861707361214
"g__Butyricimonas",0,0.00511696334434452,0
"s__Butyricimonas faecalis",-0.0522754138820575,-0.0193593496490532,-0.0703124964447942
"s__Butyricimonas faecihominis",0,-0.00262529824336699,0
"s__Butyricimonas paravirosa",0,-0.00995761538100795,0
"s__Butyricimonas synergistica",0,0.0025672097186929,0
"s__Butyricimonas virosa",0,0.00482105499687531,0
"s__Gabonibacter massiliensis",0,-0.00730259901867996,0
"s__Odoribacter massiliensis",0,0.00514370204782258,0
"s__Odoribacter splanchnicus",0,-0.00362327336784953,0
"s__CAG-1031 sp000431215",0,-0.0324310089953022,0
"s__CAG-485 sp002362485",0,0.000894766889568351,0
"s__CAG-485 sp002493045",0,-0.00850905176645849,0
"s__CAG-873 sp011959565",0,0.0193923110360292,0
"s__Duncaniella dubosii",0,-0.0124462629094625,0
"s__Limisoma sp900548875",0,-0.0042053462300019,0
"s__Muribaculum gordoncarteri",0,0.00397410612129957,0
"s__Muribaculum intestinale",0,0.000427106838074039,0
"s__Paramuribaculum intestinale",0,0.00818811347674476,0
"s__Paramuribaculum sp900551515",0,-0.00122339790567644,0
"g__Sodaliphilus",0,0.00256749627769891,0
"s__UBA3263 sp001689615",0,0.00257603798897157,0
"s__UBA7173 sp002491305",0,0.00432165867601428,0
"s__UBA7173 sp900540205",0,0.00514828109212511,0
"s__Porphyromonas_A_859424 asaccharolytica",0,-0.0101584531118515,0
"s__Porphyromonas_A_859424 sp001552775",0,0.0129956426252552,0
"s__Porphyromonas_A_859424 uenonis",0,-0.0137354446202569,0
"g__Porphyromonas_A_859426",0,0.0474400611924237,0
"s__Porphyromonas_A_859426 bennonis",0,-0.0193434112111117,0
"s__Porphyromonas_A_859426 somerae",0,0.00511874794639038,0
"s__Porphyromonas_A_859426 sp001808555",0,0.0118172663925096,0
"g__Alistipes_A_871400",0,-0.00658745015440453,0
"s__Alistipes_A_871400 communis",-0.0160451110443128,-0.00936101254639037,-0.0150987325629001
"s__Alistipes_A_871400 dispar",0,0.0100642167939132,0
"s__Alistipes_A_871400 excrementavium",-0.00681122639510512,-0.0133770693441343,-0.0447733174794429
"s__Alistipes_A_871400 finegoldii",0,0.00531954570241894,0
"s__Alistipes_A_871400 onderdonkii",0,0.00210546023506559,0
"s__Alistipes_A_871400 putredinis",0,-0.00360107880917044,0
"s__Alistipes_A_871400 shahii",0,0.00626626058717756,0.0048297631137803
"s__Alistipes_A_871400 sp002362235",0,0.00406591888981608,0
"s__Alistipes_A_871400 timonensis",0,-0.0159575439893185,0
"g__Alistipes_A_871404",0,0.00899321614830551,0.00162612271225921
"s__Alistipes_A_871404 ihumii",0,-0.00718894358975224,-0.00147937048604757
"s__Alistipes_A_871404 indistinctus",0,-0.0003089352773355,0
"s__Rikenella microfusus",0,0.00509351529970718,0
"s__Tidjanibacter inops_A",0,0.00960049387376699,0
"g__Parabacteroides_B_862066",0,7.20377441417911e-05,0
"s__Parabacteroides_B_862066 acidifaciens",0,-0.00886683654353893,0
"s__Parabacteroides_B_862066 chongii",0,-0.0126988657394091,0
"s__Parabacteroides_B_862066 distasonis",0,-0.0145096495182518,-0.0433230760576679
"s__Parabacteroides_B_862066 faecis",0,0.00508091999877521,0
"s__Parabacteroides_B_862066 goldsteinii",0,0.00769254924234056,0
"s__Parabacteroides_B_862066 gordonii",0,-0.00767322864662334,0
"s__Parabacteroides_B_862066 johnsonii",0,0.0147254526555168,0
"s__Parabacteroides_B_862066 merdae",0,0.00507204198678792,0
"g__UBA11471",0,2.51703670503236e-05,0
"s__UBA11471 sp000434215",0,0.0137795679170653,0
"s__Coprenecus sp900544175",0,0.000952387295674315,0
"s__Cryptobacteroides sp000435075",0,-0.000472342364936947,0
"s__Cryptobacteroides sp900544195",0,-0.0232400543008936,0
"s__Cryptobacteroides sp902792815",0,0.00506112541452203,0
"g__Campylobacter_A",0,0.00505461908957629,0
"g__Campylobacter_B",0,0.0025256898117004,0
"s__Campylobacter_B hominis",0,0.00505086316599716,0
"s__Helicobacter_C_479931 hepaticus",0,0.003324995572645,0
"s__Helicobacter_C_479931 typhlonius",0,0.00669102811192391,0
"s__Helicobacter_D ganmani",0,-0.0118440239574458,0
"s__SIO2C1 sp010672925",0,0.000571235250939644,0
"f__Gastranaerophilaceae",0,0.00252034443495275,0
"s__CAG-196 sp002102975",0,-0.00158657582283085,0
"s__Limenecus avicola",0,0.0023912877824096,0
"g__Stercorousia",0,-0.00120379903077835,0
"s__Stercorousia sp001765415",0,0.00176369950952639,0
"s__UBA2813 sp900319365",0,-0.0283677042095015,0
"s__UBA6984 sp003258725",0,0.00503300188270156,0
"s__Zag111 sp001899395",0,-0.00869590504436089,0
"s__Mucispirillum schaedleri",0,0.00572474358514823,0
"g__Desulfovibrio_R_446353",0,0.00504122880539126,0
"s__Desulfovibrio_R_446353 desulfuricans_A_446139",0,-0.0106000182533187,0
"s__Desulfovibrio_R_446353 fairfieldensis",0,0.00550638446837487,0
"s__Desulfovibrio_R_446353 legallii",0,-0.00267420207974118,0
"s__Desulfovibrio_R_446353 piger_A",0,-0.000189423549140712,0
"s__Mailhella massiliensis",0,0.00206455648132306,0
"s__Nitratidesulfovibrio vulgaris",0,0.00505875123873637,0
"g__UBA1436",0,-0.0083718509192858,0
"s__UBA1436 sp002159705",0,0.00507166522455729,0
"c__Clostridia_258483",0,-0.00324688951085035,0
"f__DSM-8532",0,0.0080530378076494,0
"o__Christensenellales",0,0.0015242895290337,0
"f__Borkfalkiaceae",0,0.00509279895352079,0
"g__Borkfalkia",0,-0.00538674746229581,0
"s__Borkfalkia ceftriaxoniphila",0,0.0438560160908425,0
"g__UBA1259",0,0.00449163993922255,0
"s__UBA1259 sp900320065",0,0.00900561472899499,0
"f__CAG-138",0,-0.00253002779173228,0
"g__Aphodomorpha",0,-0.000452603732843441,0
"s__Aphodomorpha intestinavium",0,0.00515178586614213,0
"g__CAG-1024",0,0.00724983417455748,0
"s__PeH17 sp000435055",0,0.00178738352159286,0
"s__PeH17 sp900542285",0,0.0017752916756572,0
"g__SFDB01",0,0.00516009874116985,0
"s__CAG-314 sp900551395",0,-0.00612583383308015,0
"f__CAG-552",0,0.00515701107140866,0
"f__CAG-74",0,-0.000877092985121881,0
"s__Limiplasma merdipullorum",0,-0.00181273004024299,0
"g__Onthenecus",0,-0.00167998741322267,0
"s__Onthenecus sp900199405",0,0.00764321449134307,0
"g__SFMI01",0,0.00115797347281618,0
"s__SFMI01 sp004556155",0,0.0120038553658501,0.00827807758715697
"s__CAG-349 sp003539515",0,0.00688145680759182,0
"s__CAG-475 sp900548005",0,-0.00455389810321095,0
"f__Christensenellaceae",0,-0.0162780093810191,-0.0376235947624141
"g__Christensenella",0,-0.0108623538195443,0
"s__Christensenella hongkongensis",0,0.00897057784489061,0
"s__Christensenella intestinihominis",0,0.0010572413819961,0
"s__GCA-900066905 sp900066905",0,-0.020116605498636,0
"s__MARSEILLE-P3954 sp900604345",0,0.0238861282569477,0
"s__Clostridium_J sp000821305",0,0.00169734213428373,0
"g__Clostridium_P",0,0.00574832898056045,0
"s__Clostridium_P massiliamazoniense",0,-0.0171826462843726,0
"s__Sarcina ventriculi",0,-0.000913324130617553,0
"g__Clostridium_T",0,0.00461812238905811,0
"s__Clostridium_T beijerinckii",0,0.0050941533514148,0
"s__Clostridium_T butyricum",0,0.0461544669613425,0.0165141050627193
"s__Clostridium_T celatum",0,0.00510288276031298,0
"s__Clostridium_T chartatabidum",0,0.00127597390200007,0
"s__Clostridium_T disporicum_203972",0,0.000850333967450469,0
"s__Clostridium_T disporicum_203974",0,-0.0250091404962244,-0.0965331763675543
"s__Clostridium_T isatidis",0,0.00510069849290111,0
"s__Clostridium_T neonatale",0,-0.016654079258636,0
"s__Clostridium_T paraputrificum_207370",0,0.00509208285065426,0
"s__Clostridium_T paraputrificum_208099",0,0.00902149758887999,0
"s__Clostridium_T saudiense",0,0.00168183541341512,0
"s__Clostridium_T tertium",0,0.00815859318877125,0
"s__Dwaynesavagella sp000270205",0,0.00303740543143975,0
"s__Inconstantimicrobium porci",0,0.00508605691597509,0
"f__Anaerofustaceae",0,-0.00823468402234806,0
"s__Anaerofustis stercorihominis",0,0.00339028101260149,0
"g__Eubacterium_O_258270",0,0.00181554431080189,0
"s__Eubacterium_O_258270 callanderi",0,0.0050655525168391,0
"s__Eubacterium_O_258270 maltosivorans",0,0.0050565866444428,0
"g__Ructibacterium",0,0.00504850082589449,0
"s__Ructibacterium gallinarum",0,0.00417538257216159,0
"o__Lachnospirales",0,0.00569839668168549,0
"f__Anaerotignaceae",0,0.00315905186538709,0
"g__Anaerotignum_189125",0,-0.0118083121134979,0
"s__Anaerotignum faecicola",0,-0.00325121452592408,0
"s__Anaerotignum lactatifermentans",0,0.00226325137216478,0
"s__Anaerotignum sp004557645",0,-0.0011954756548857,0
"g__Anaerotignum_189163",0,-0.00332837474290871,0
"s__Anaerotignum aminivorans",0,0.00503696658016295,0
"s__CAG-274 sp900545305",0,0.00462208806826237,0
"f__Cellulosilyticaceae",0,-0.0173013463099507,0
"s__Cellulosilyticum ruminicola",0,0.0050364286265705,0
"f__Lachnospiraceae",0,0.000634978811289192,0
"g__14-2",0,0.0169512387380179,0
"s__14-2 sp000403315",0,0.00561307970970714,0
"s__1XD42-69 sp003612565",0,0.0116390061657953,0
"s__1XD42-69 sp009911505",0,0.00503093581139644,0
"s__Acetatifactor muris",0,-0.0095726608940605,0
"s__Acetatifactor sp011959105",0,0.00334781686452537,0
"s__Acetatifactor sp900066565",0,0.0018148143419243,0
"g__Acetitomaculum",0,0.00499772896832849,0
"s__AF33-28 sp003477885",0,0.000901034196799581,0
"s__Agathobacter faecis",0,-0.00480387260545792,-0.0113149306398098
"s__Agathobacter rectalis",0,0.00443519264256207,0
"s__AM51-8 sp003478275",0,-0.00502233502465069,0
"g__Anaerobutyricum",0,0.00500653427431655,0
"s__Anaerobutyricum faecale",0,0.00288791616583911,0
"s__Anaerobutyricum soehngenii",0,-0.00116924784382866,0
"s__Anaerostipes butyraticus",0,0.0207470036256842,0
"s__Anaerostipes faecalis",0,0.00499808780353096,0
"s__Anaerostipes hadrus",0,0.000217402241032551,0
"s__Anaerostipes hominis",0,-0.00130489295453736,0
"s__Bacteroides_F pectinophilus",0,0.00529756525020205,0
"g__Bariatricus",0,0.00033106380885527,0
"s__Bariatricus massiliensis",0,-0.0107644802384681,0
"g__Blautia_A_141780",0,0.00440201895961147,0
"s__Blautia_A_141780 argi",0,-0.00382162871128762,0
"s__Blautia_A_141780 coccoides",0,0.00494091544976739,0
"s__Blautia_A_141780 hansenii",0,-0.00359722732301801,0
"s__Blautia_A_141780 ornithocaccae",0,-0.00343450566923815,0
"s__Blautia_A_141780 sp001304935",0,-0.0130451497238653,0
"s__Blautia_A_141780 stercoris",0,0.00546793857768696,0
"g__Blautia_A_141781",0,0.000738819115649592,0
"s__Blautia_A_141781 avistercoris",0,0.00489303599174374,0
"s__Blautia_A_141781 caecimuris",0,0.000244190636747417,0
"s__Blautia_A_141781 faecis",0,-0.000724112938760349,0
"s__Blautia_A_141781 glucerasea",0,-0.0131249904139957,0
"s__Blautia_A_141781 hydrogenotrophica",0,-0.00548513484929243,0
"s__Blautia_A_141781 luti",0,0.00153885676060717,0
"s__Blautia_A_141781 massiliensis",0,-0.00142535218475574,0
"s__Blautia_A_141781 sp900066505",0,0.00765907469513893,0.0186666310331563
"s__Blautia_A_141781 wexlerae",0,-0.00887657313386607,-0.000664929254818473
"g__Butyribacter",0,0.000722223791711438,0
"s__Butyribacter intestini",0,0.00286948076939621,0
"s__Butyribacter sp001916135",0,-0.00865721587176257,0
"s__Butyribacter sp003529475",0,0.000723285522236216,0
"s__Butyrivibrio_A_180067 crossotus",0,0.0026738362620707,0
"s__CAG-127 sp900319515",0,0.00490678112783187,0
"s__CAG-194 sp000432915",0,0.0401069767705694,0.0341758451046151
"g__CAG-317_146760",0,0.00487168175966749,0
"s__CAG-317 sp000433215",0,-0.00157334372143305,0
"s__CAG-45 sp000438375",0,0.000572785348701822,0
"s__CAG-56 sp004793585",0,-0.000157296622462058,0
"s__CAG-603 sp900066105",0,0.00491012972008027,0
"g__CAG-632",0,-0.00975479934192067,0
"g__CAG-791",0,0.00496207636981752,0
"s__CAG-95 sp000403495",0,0.00353910924705261,0
"s__CAG-95 sp009917455",0,0.0129175744686122,0
"s__CAG-95 sp900066375",0,0.000657054579056797,0
"s__Catenibacillus scindens",0,-0.000731976340982454,0
"s__Catenibacillus sp902363555",0,-0.037822951492386,-0.000198866287741845
"g__Catonella",0,0.00502323781496687,0
"g__Choladousia",0,0.0250391387785432,0
"s__Choladousia sp003612585",0,0.00508409803729789,0
"g__Clostridium_AP",0,-0.00565126529513902,0
"s__Clostridium_N_143832 hylemonae",0,-0.00999627929347264,0
"g__Clostridium_Q_134516",0,0.0043212358754672,0
"s__Clostridium_Q_134516 symbiosum",0,-0.00297818309512869,0
"s__Clostridium_Q_134526 sp009911305",0,-0.000309396023822105,0
"g__Clostridium_Q_135822",0,-0.00288220850795293,0
"s__Clostridium_Q_135822 fessum",0,0.00269334646864156,0
"s__Clostridium_Q_135853 saccharolyticum_A",0,0.0029523788659782,0
"g__COE1",0,-0.00654892124877103,0
"s__COE1 sp000403215",0,0.00433447589244014,0
"s__Coprococcus_A_121497 eutactus",0,0.00170937940877528,0
"s__Coprococcus_A_121497 sp000154245",-0.0225408446811019,-0.0110382760225301,-0.0185109824542832
"g__Coprococcus_A_187866",0,-0.0103913190420204,0
"s__Coprococcus_A_187866 catus",0,0.000133579204473619,0
"g__Copromonas",0,-0.0127660506709217,0
"s__Copromonas sp000435795",0,0.00201116369518701,0
"s__Copromonas sp900066535",0,-0.000933811125757552,0
"s__Cuneatibacter caecimuris",0,0.04069980256005,0
"g__Dorea_A",0,-0.000919879611049592,0
"s__Dorea_A formicigenerans",0,0.00507608988091833,0
"s__Dorea_A longicatena",0,0.00475927807149501,0.00223780870570611
"g__Eisenbergiella",0,0.00144735462918945,0
"s__Eisenbergiella porci",0,0.00120237817055124,0
"s__Eisenbergiella tayi",0,-0.00550171365232139,0
"g__Enterocloster",0,0.0011220805977187,0
"s__Enterocloster aldenensis",0,-0.00628497146402391,0
"s__Enterocloster bolteae",0,0.00521214716794241,0
"s__Enterocloster citroniae",0,-0.0227572365412578,0
"s__Enterocloster clostridioformis",0,-0.00281014302344261,0
"s__Enterocloster lavalensis",0,-0.00347051545813353,0
"s__Enterocloster sp000155435",0,-0.00359573812656482,0
"s__Enterocloster sp000431375",0,-0.000384267745753766,0
"g__Eubacterium_F",0,0.00524579756088024,0
"s__Eubacterium_F sp000687695",0,0.00141730190896874,0
"s__Eubacterium_F sp003491505",0,-0.0104641593531329,0
"g__Eubacterium_G",0,0.00399757841305274,0
"s__Eubacterium_G sp000434315",0,-0.00467153241318441,0
"s__Eubacterium_G sp000435815",0,0.00853503149750794,0
"s__Eubacterium_G ventriosum",0,-0.00687386978626462,0
"g__Eubacterium_I",0,-0.00702982465829474,0
"s__Eubacterium_I ramulus",0,0.00605402090533817,0
"s__Eubacterium_I sp900066595",0,0.00531326451701601,0
"s__Eubacterium_J plexicaudatum",0,0.000525376796665245,0
"s__Eubacterium_S uniforme",0,0.00489540768813054,0
"s__Extibacter muris",0,-0.00295981762126865,0
"s__Faecalimonas phoceensis",0,-0.00432410317797856,0
"s__Faecalimonas sp000209385",0,-0.00784630108734393,0
"s__Faecalimonas umbilicata",0,-0.00490655209468176,0
"g__Fimimorpha",0,0.0371957178117517,0
"g__Fimousia",0,0.00533924086388204,0
"s__Frisingicoccus caecimuris",0,-0.00161339902561139,0
"s__Fusicatenibacter saccharivorans",0,0.0108689573434172,0
"g__G11",0,0.00535661273501237,0
"g__Hespellia",0,0.00535788591559117,0
"g__Howardella",0,-0.0013336925847639,0
"s__Howardella ureilytica",0,-0.00616505591443398,0
"s__Hungatella_A_127239 hathewayi_A",0,0.0114609377696948,0.0304530297814396
"s__Hungatella_A_128155 effluvii",0,-0.0134537440661825,-0.0543013089064282
"g__Johnsonella",0,0.026602693845701,0
"s__Kineothrix sp000403275",0,0.00158737027543855,0
"s__Lachnoanaerobaculum orale",0,0.00534430844719213,0
"s__Lachnoanaerobaculum sp000296385",0,-0.0200058494023422,0
"s__Lachnoclostridium_A_130679 sp002160755",0,-0.00201300531056399,0
"s__Lachnoclostridium_B sp000765215",0,0.00127410856457823,0
"s__Lachnoclostridium_B sp900066555",0,0.00441731460991102,0
"g__Lachnospira",0,-0.00341706124243926,0
"s__Lachnospira eligens",0,-0.000315412791437857,0
"s__Lachnospira rogosae_A",0.0944559020651368,0.0564054939753251,0.211653465698825
"s__Lachnospira sp000436535",0,-0.00202191953876091,0
"s__Lachnospira sp000437735",0,-0.0054282944927808,-0.00328624451903451
"s__Lactonifactor longoviformis",0,0.00393003631348813,0
"g__Limivivens",0,0.00206490129133623,0
"s__Limivivens sp900066135",0,-0.00320656102577148,0
"s__Marvinbryantia formatexigens",0,0.00535280201640363,0
"s__Marvinbryantia sp900066075",0,-0.0037956205909553,0
"s__Massilistercora timonensis",0,-0.00710851128482733,0
"s__Mediterraneibacter_A_155507 cottocaccae",0,0.0117175079112284,0
