"Variable","RF_Importance","Lasso_Importance","Ridge_Importance","Enet_Importance","XGBoost_Importance"
"o__Christensenellales",48.0129625034699,0,4.01129936793215,0,0
"f__CAG-138",42.5382773735032,0,10.7596739774159,0,0
"f__CAG-74",39.2593044472895,0,2.65391620856987,0,0
"s__Limiplasma merdipullorum",43.1658656502499,0,8.0876023659654,0,0
"g__Onthenecus",44.9008860361806,0,5.97958011661318,0,0
"g__SFMI01",43.6640654920407,0,1.15392248110676,0,0
"g__Clostridium_T",62.6739484732678,0,14.443771196084,0.443025932646451,17.7031839824377
"s__Clostridium_T saudiense",38.3162528662207,0,3.33160897083362,0,0
"s__Anaerofustis stercorihominis",42.7408435576242,0,4.03246056351524,0,0
"o__Lachnospirales",49.2953365600932,0,12.9635029038618,0,18.4526764105419
"f__Anaerotignaceae",40.9777023616203,0,11.7751336333762,0,0
"s__Anaerotignum lactatifermentans",45.2319740466731,0,8.24069207192574,0,0
"s__Anaerotignum sp004557645",41.5819735839192,0,0.695019571813088,0,0
"s__CAG-274 sp900545305",60.967382623161,0,17.384269236044,0,0
"f__Lachnospiraceae",44.6165874144612,0,1.20588689992175,0,0
"s__Acetatifactor sp900066565",44.1922641950113,0,0.43898148977257,0,0
"s__Agathobacter faecis",66.7677978892252,0,14.443179685217,4.41559733185482,9.88630107306517
"s__Agathobacter rectalis",62.1876556765698,0,11.6630966300245,0.332801814305103,0
"s__Anaerobutyricum soehngenii",42.9660080859558,0,1.24475852013722,0,0
"s__Anaerostipes hadrus",44.734822415726,0,2.60419432374637,0,0
"g__Bariatricus",57.9578483281908,0,2.49191111540779,0,0
"s__Blautia_A_141780 hansenii",46.9310882893457,0,4.87243473626276,0,0
"s__Blautia_A_141780 stercoris",55.473346711399,0,14.0779655580387,0,0
"g__Blautia_A_141781",36.6568007364807,0,1.91192037566266,0,0
"s__Blautia_A_141781 caecimuris",38.9565864531799,0,2.13777685141726,0,0
"s__Blautia_A_141781 faecis",44.19192829403,0,2.98025664275338,0,0
"s__Blautia_A_141781 hydrogenotrophica",54.6549017834931,0,18.1868280200028,3.32450462079036,36.1789583877884
"s__Blautia_A_141781 massiliensis",38.1032093932404,0,2.34793622024843,0,4.41263885499769
"s__Blautia_A_141781 sp900066505",39.7875525534443,0,18.2754512825861,13.9819974889462,0
"s__Butyribacter intestini",49.8922240718193,0,4.4678396917052,0,0
"s__Butyribacter sp003529475",37.6788511408941,0,0.743553636623243,0,0
"s__CAG-127 sp900319515",50.3398058484167,0,12.3325097383184,0,0
"s__CAG-317 sp000433215",52.8196759613506,0,6.75958030419946,0,6.85200621156847
"s__Catenibacillus scindens",43.2353387352715,0,0.334059155862086,0,0
"g__Clostridium_AP",45.0344995063307,0,7.33952224525012,0,0
"s__Clostridium_Q_134516 symbiosum",40.3153495244072,0,6.1967426481503,0,0
"s__Clostridium_Q_135822 fessum",39.4351087179717,0,5.1427937655453,0,0
"s__Clostridium_Q_135853 saccharolyticum_A",48.358050950949,0,4.38397723367277,0,0
"s__Coprococcus_A_121497 eutactus",47.4114053817803,0,3.1541098360527,0,0
"s__Coprococcus_A_187866 catus",33.5009979609168,0,0,0,0
"s__Copromonas sp000435795",47.231886827735,0,3.95964471093088,0,0
"s__Copromonas sp900066535",38.9499281867459,0,1.61576278872131,0,0
"g__Dorea_A",38.0406326807622,0,1.50558530888322,0,0
"s__Dorea_A formicigenerans",59.4048864763213,0,12.6567043046529,0,0
"s__Dorea_A longicatena",75.3637601711733,1.46144277985347,13.5381373150303,7.99362978762991,33.4349526425435
"g__Eisenbergiella",38.6862632228921,0,4.35068278317097,0,0
"s__Eisenbergiella porci",46.2870059099259,0,8.64827392425498,0,0
"g__Enterocloster",46.0846357192283,0,2.02529706942573,0,0
"s__Enterocloster clostridioformis",47.5788005210977,0,7.10604112852148,0,0
"s__Enterocloster sp000431375",38.8004381907399,0,1.41247520963885,0,0
"s__Eubacterium_F sp000687695",36.9579047767146,0,4.66189594727834,0,0
"s__Eubacterium_G ventriosum",61.8303807066325,0,16.8075510747901,0,11.7998568899086
"s__Eubacterium_I ramulus",65.1860952463676,0,14.2636620677886,0,25.6797447117435
"s__Eubacterium_J plexicaudatum",60.1527876127692,0,7.18067058794123,0,0
"s__Frisingicoccus caecimuris",40.4913759131845,0,2.8013256776616,0,0
"s__Lachnoclostridium_B sp900066555",41.827917055792,0,6.69487498095414,0,0
"g__Lachnospira",47.0654998314176,0,16.7466358649725,0,10.9687686974463
"s__Lachnospira eligens",35.9471551770435,0,2.54507592569745,0,0
"s__Lachnospira sp000436535",55.096057625639,0,3.68633346979103,0,0
"s__Lachnospira sp000437735",51.8033759251272,0,17.4121338369,1.93775437835733,0
"g__Limivivens",37.416741842134,0,3.16405911691953,0,0
"s__Limivivens sp900066135",45.3269893529223,0,13.2355984412147,1.52617852537863,0
"s__Marvinbryantia sp900066075",38.5368638834758,0,11.0136033303693,0,0
"s__Mediterraneibacter_A_155507 faecis",41.7023721437257,0,1.72411178899536,0,0
"s__Mediterraneibacter_A_155507 lactaris",32.4902112697464,0,0.695793121264728,0,0
"s__Mediterraneibacter_A_155507 massiliensis",47.8401937003367,0,0.382999826301385,0,0
"s__Mediterraneibacter_A_155507 torques",48.1176075370539,0,3.33670085073466,0,0
"s__Mediterraneibacter_A_155590 butyricigenes",39.0977320253611,0,2.35818103019303,0,0
"g__Merdisoma",55.4563543796744,0,18.4873294310776,0,0
"g__Muricomes_149725",34.4254687813762,0,2.27303465192064,0,0
"g__Oliverpabstia",50.1850886775047,0,4.23254928026139,0,0
"g__Porcincola",34.6989136957831,0,1.13287098282087,0,0
"s__Roseburia hominis",43.3543925549086,0,3.02996420819983,0,0
"s__Roseburia intestinalis",48.9205244174751,0,10.0643542432211,0,0
"s__Roseburia inulinivorans",46.2254260334525,0,10.6330492256014,0,0
"s__RUG115 sp900066395",38.7841118914607,0,3.45238374433146,0,0
"s__Mediterraneibacter gnavus",44.2481783429461,0,6.45131363046874,0,0
"s__Scatomonas sp003481995",46.6705527701507,0,19.5877737856907,0,10.193899845514
"s__Mediterraneibacter glycyrrhizinilyticus",36.4188593820297,0,1.94308616427336,0,0
"s__Sellimonas intestinalis",43.029598141699,0,1.18411155422268,0,5.82980243773452
"s__UMGS1375 sp900066615",45.2117411973943,0,7.72569521884911,0,0
"g__Ventrimonas",40.124019321865,0,5.70011659784488,0,0
"s__Ventrimonas sp003481825",42.1060730050007,0,19.1296587197888,0,0
"s__Ventrimonas sp003611875",40.20700952481,0,8.31081372418992,0,0
"s__Monoglobus pectinilyticus",41.9860292491918,0,1.62647557188867,0,0
"f__Acutalibacteraceae",35.6846601796025,0,3.79196202998006,0,0
"g__Acutalibacter",37.0062593227803,0,6.26445658918775,0,0
"s__Acutalibacter timonensis",44.7238847267104,0,4.54428934022829,0,0
"s__Anaeromassilibacillus sp001305115",36.5975756606403,0,10.0455847939902,0,0
"s__Clostridium_A leptum",36.4164128481462,0,0.649129301581854,0,0
"s__Eubacterium_R sp000436835",49.1837769783138,0,5.37928476093516,0,0
"s__Ruminococcus_E bromii_B",50.2348329434516,0,2.29405808501217,0,0
"s__UBA1417 sp003531055",50.7717527467005,0,12.2268466500425,0,0
"s__UMGS1071 sp900548305",53.0998885408162,0,28.8307108043137,14.0313851486253,25.0195017893103
"s__Agathobaculum butyriciproducens",33.4187302627325,0,0.0812936534612624,0,0
"s__Agathobaculum sp900291975",42.1504323292942,0,13.9469040173038,0,0
"g__RUG13077",46.7549083661057,0,12.2455951580733,0,0
"f__Oscillospiraceae_88309",37.1294408167885,0,1.66423454351842,0,0
"s__CAG-83 sp900545585",36.1424317716993,0,3.97007366462709,0,0
"s__Dysosmobacter sp000403435",49.1946540349323,0,0.247071718701874,0,0
"s__Dysosmobacter welbionis",41.966706012727,0,6.7915045348974,0,0
"s__ER4 sp000765235",38.2835675618746,0,3.40190336051712,0,0
"s__ER4 sp900317525",43.4094630213196,0,11.2222828008839,0,0
"s__Evtepia gabavorous",42.8806469384427,0,4.04561617010706,0,0
"s__Faecousia sp000434635",50.4377964510949,0,0.798257512591304,0,0
"g__Lawsonibacter",34.3852745784712,0,9.32764075361408,0,0
"s__Lawsonibacter asaccharolyticus",42.5339695081179,0,1.21596704539188,0,0
"s__Lawsonibacter sp000177015",38.652938804241,0,5.09601577455876,0,0
"s__Limivicinus sp002320035",40.7122226464479,0,0.284105008064665,0,0
"g__Onthomonas",64.8258414084168,0,16.83712902589,0,0
"g__Vescimonas",51.8711873353583,0,0.925161554342571,0,0
"s__Vescimonas coprocola",36.4306048932843,0,0.0703866426134274,0,0
"g__Anaerotruncus",42.088313289628,0,10.9554744136175,0,0
"g__Faecalibacterium",31.4571551984268,0,10.8307087270212,0,0
"s__Faecalibacterium prausnitzii_C_71358",30.4091021850303,0,0.561499339505511,0,0
"g__Gemmiger_A_73129",47.8661604499055,0,5.52897287434474,0,9.14641734133059
"s__Gemmiger_A_73129 qucibialis",64.8399196679936,0.69903016659463,18.8466970647816,9.8412724700351,64.8295400764701
"s__Negativibacillus massiliensis",41.5319049274006,0,1.72507182324132,0,6.6660955216441
"s__Paludicola psychrotolerans",35.6251599788392,0,5.65574077765309,0,0
"g__Phocea",51.6364842379099,0,15.3241088003391,0,0
"s__Ruminiclostridium_E siraeum",39.7545752959125,0,4.27986955132102,0,0
"g__Ruminococcus_C_58660",41.2156902378184,0,0.699756696644727,0,0
"s__Ruminococcus_C_58660 callidus",47.1882824316512,0,0.0136059566730504,0,0
"s__Ruminococcus_C_58660 sp000433635",48.9882401671959,0,6.10125725868018,0,0
"s__Ruminococcus_D bicirculans",42.409619188839,0,4.41170251367714,0,0
"g__Ruthenibacterium",48.8697568085031,0,16.5133636556009,2.49367489401077,5.14970277301854
"s__Ruthenibacterium lactatiformans",32.6757515380105,0,2.1591821438794,0,0
"f__Anaerovoracaceae",53.0400399937571,0,6.9919361961706,0,9.52773344182375
"s__BX12 sp902363595",38.99012470432,0,3.64908212434102,0,0
"s__Copromorpha sp900066305",42.9334921547179,0,4.03849825692655,0,5.51924735207253
"s__Intestinibacter bartlettii",61.358040588029,0,7.51344160849815,0,9.69766039315329
"s__Romboutsia_B ilealis",57.2027139159744,0,6.34890873800448,0,0
"g__Terrisporobacter",58.1532267474834,0,8.31801485878232,0,4.08243028376265
"s__CAG-269 sp000431335",49.6281675688707,0,1.96461834609181,0,3.89021972131741
"s__CAG-41 sp001941225",51.5178946482989,0,6.0157126757504,0,0
"s__Peptococcus niger",34.3965437027301,0,5.93913798162611,0,0
"s__Phascolarctobacterium_A faecium",41.8297345807022,0,3.88310368128537,0,0
"s__Dialister invisus",49.6241582855927,0,0.791167049776177,0,0
"s__Veillonella_A atypica",75.1031633837434,0,24.1405710121701,3.72592038637045,20.5062324097464
"f__Coprobacillaceae",44.4448693998448,0,8.41197212419791,0,0
"g__Erysipelatoclostridium",48.1799593248835,0,3.68602559411892,0,0
"s__Clostridium spiroforme",58.0646241997629,0,11.436787619973,0,0
"s__Faecalibacillus intestinalis",34.6940699926492,0,2.1193735851021,0,0
"s__Clostridium_AQ innocuum",55.8290206483767,0,14.3625194018574,0,0
"s__Holdemanella biformis",35.1810628580771,0,1.46736823967224,0,0
"s__Holdemania sp900120005",49.3357654421128,0,23.9157590359145,10.8815947486299,15.9374481681821
"s__Longicatena caecimuris",40.4244892230858,0,9.67709693457436,0,0
"s__Merdibacter massiliensis",46.8547802785969,0,3.69986118930797,0,0
"s__Turicibacter bilis",50.2273502158038,0,0.000399447385744111,0,0
"s__Lactococcus_A_346120 lactis_344179",38.661478573166,0,16.8749328435511,0,0
"g__Streptococcus",45.9286905523314,0,10.5959800796063,0,0
"s__Streptococcus parasanguinis",56.2452721407756,0,12.3309872247181,0,0
"g__Gemella",48.1078203640994,0,6.08354274422391,0,0
"g__DTU012",43.6380697707187,0,11.540989104546,0,0
"s__Parasutterella excrementihominis",38.7212696601804,0,2.34109786641453,0,0
"g__Escherichia_710834",43.1788147098533,0,0.0804535450544447,0,0
"g__Haemophilus_D_735815",49.6586315174521,0,6.70852319868943,0,0
"s__Akkermansia muciniphila_D_776786",43.1256229681095,0,9.03151437671859,0.919111487106336,20.1627703612748
