"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"g__Acutalibacter",0,-0.000253868015912727,0
"g__Anaeromassilibacillus",0,0.0085807308469323,0
"g__Clostridium_A",0,-0.00141358342199514,0
"g__Eubacterium_R",0,-0.00272560942354507,0
"g__Hydrogeniiclostridium",0,-0.0188540894881921,0
"g__Ruminococcus_E",0,0.00214537797110147,0
"g__UBA1417",0,-0.0145741684304032,0
"g__UMGS1071",0,0.0275226581168932,0
"g__Agathobaculum",0,-0.0035980270937074,0
"g__Avispirillum",0,-0.01226155087411,0
"g__RUG13077",0,-0.00976099756058458,0
"f__Oscillospiraceae_88309",0,0.000371342958698754,0
"g__CAG-83",0,0.00458634607559719,0
"g__Dysosmobacter",0,0.00493893697027606,0
"g__ER4",0,0.00554894901820038,0
"g__Evtepia",0,-0.000848978444398494,0
"g__Faecousia",0,0.000201806487784888,0
"g__Lawsonibacter",0,0.000793998453909304,0
"g__Limivicinus",0,-0.000981937524973188,0
"g__Onthomonas",0,-0.0186070009954908,0
"g__Vescimonas",0,-0.00442200823644356,0
"g__Anaerotruncus",0,0.00281325373363511,0
"g__Faecalibacterium",0,-0.000720507068225194,0
"g__Gemmiger_A_73129",0,2.22242310439291e-05,0
"g__Massilioclostridium",0,0.0188544068497224,0
"g__Negativibacillus",0,0.000494261740202751,0
"g__Paludicola",0,-0.00341903999843554,0
"g__Phocea",0,-0.0105199788771328,0
"g__Ruminiclostridium_E",0,-0.00377383511530252,0
"g__Ruminococcus_C_58660",0,-0.00397563599723743,0
"g__Ruminococcus_D",0,0.00419078349455568,0
"g__Ruthenibacterium",0,-0.00913004629656028,0
"f__Anaerovoracaceae",0,0.00665133944718967,0
"g__BX12",0,-0.00631511910945497,0
"g__Copromorpha",0,0.00477723077020014,0
"g__Intestinibacter",0,0.00855430228115892,0
"g__Romboutsia_B",0,-0.00788736129966116,0
"g__Terrisporobacter",0,0.00959269490720393,0
"g__CAG-269",0,-0.00147297996957202,0
"g__CAG-41",0,0.0046532749371958,0
"g__Peptococcus",0,-0.00878945840301146,0
"g__Acidaminococcus",0,0.00629338357844982,0
"g__Phascolarctobacterium_A",0,-0.00228205097380209,0
"g__Dialister",0,0.00193874042362393,0
"g__Veillonella_A",0,0.0107845691998604,0
"f__Coprobacillaceae",0,-0.0124395340633879,0
"g__Erysipelatoclostridium",0,0.00502009099745372,0
"g__Faecalibacillus",0,0.00197708159700178,0
"g__Clostridium_AQ",0,-0.0144994231810935,0
"g__Dielma",0,0.00320165031211294,0
"g__Holdemanella",0,-0.00214703816380688,0
"g__Holdemania",0,0.0180271688676039,0
"g__Longicatena",0,-0.0130959310725175,0
"g__Merdibacter",0,-0.00453252682461123,0
"g__Turicibacter",0,-0.00295038444257442,0
"g__Lactococcus_A_346120",0,-0.0170213717924094,0
"g__Streptococcus",0,0.00271885857563983,0
"g__Gemella",0,0.00493145227125485,0
"g__DTU012",0,0.00958157297034402,0
"g__Parasutterella",0,-0.00185238893607424,0
"g__Sutterella",0,-0.00113961505520712,0
"g__Escherichia_710834",0,0.0014627423028065,0
"g__Haemophilus_D_735815",0,-0.00425794046695112,0
"g__Akkermansia",0,0.00218851194751324,0
